CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL221249	368539	CHEMBL221249	368539		27	271.36	1.2	36.86	0	Cc1ccc(cc1)C2=CC(=NCCN2)N3CCOCC3	1809715	IC50	>	1000	nM		IC50	>	1000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	424570	CHEMBL853921	B	Displacement of [3H]ketanserin from human 5HT2A receptor expressed in CHOK1 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			34921	CHEMBL1139732	16971119	Bioorg. Med. Chem. Lett.	2006	16	23	6058	485	CHEMBL3307512	CHO-K1
CHEMBL83658	131693	CHEMBL83658	131693		2u (trans)	294.39	3.66	15.71	0	CN(C)CC1CC2N(O1)c3ccccc3Cc4ccccc24	376930	IC50	>	1000	nM		pIC50	<	6				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2508	CHEMBL617395	B	Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand	1	Scientific Literature				Expert	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			5104	CHEMBL1135380	11755364	Bioorg. Med. Chem. Lett.	2002	12	2	243	307	CHEMBL3307946	L929
CHEMBL331188	195829	CHEMBL331188	195829		3	295.38	2.52	28.6	0	CN(C)CC1CC2N(O1)c3ccccc3Cc4ncccc24	552595	IC50	<	1000	nM		Log IC50	<	-6				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2511	CHEMBL617398	B	Binding affinity against 5-HT2A receptor	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			5254	CHEMBL1135009	12443779	Bioorg. Med. Chem. Lett.	2002	12	24	3573			
CHEMBL422931	28938	CHEMBL422931	28938		2	417.39	4.98	21.26	0	FC(F)(F)c1cc(COCC2(CCNCC2)c3ccccc3)cc(c1)C(F)(F)F	12723945	IC50	>	1000	nM		IC50	>	1	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	951577	CHEMBL2351252	B	Inhibition of 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			72842	CHEMBL2346641	23477943	Bioorg. Med. Chem.	2013	21	8	2217			
CHEMBL83073	136178	CHEMBL83073	136178		3n	362.39	4.6	15.71	0	CN(C)CC1CC2N(O1)c3ccccc3Cc4c2cccc4C(F)(F)F	1161595	IC50	=	1000	nM	6	pIC50	=	6				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2509	CHEMBL617396	B	Binding affinity at human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells by [125I]R91150 displacement.	1	Scientific Literature				Expert	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			5105	CHEMBL1135381	11755365	Bioorg. Med. Chem. Lett.	2002	12	2	249	307	CHEMBL3307946	L929
CHEMBL506736	520878	CHEMBL506736	520878		9h	313.41	4.62	21.26	0	C[C@H](Oc1cccc(C2CCNCC2)c1C)c3cccc(F)c3	2528059	IC50	>	1000	nM		IC50	>	1	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	501448	CHEMBL994708	B	Binding affinity to 5HT2A receptor	1	Scientific Literature				Intermediate	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			47049	CHEMBL1138454	19346128	Bioorg. Med. Chem. Lett.	2009	19	9	2409			
CHEMBL488242	452930	CHEMBL488242	452930		15	247.72	3.59	21.26	0	CNCc1ccccc1Oc2ccc(Cl)cc2	2587022	IC50	=	1050	nM	5.98	IC50	=	1050	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	558174	CHEMBL962308	B	Displacement of [3H]ketanserin from 5HT2A receptor	1	Scientific Literature				Intermediate	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			44897	CHEMBL1152152	18948001	Bioorg. Med. Chem. Lett.	2008	18	23	6088			
CHEMBL3805826	2085465	CHEMBL3805826	2085465		9d	492.48	6.55	44.81	1	CCCCCNC(=O)c1cccc(OCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c1	16588313	IC50	=	1100	nM	5.96	IC50	=	1100	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576959	CHEMBL3806802	B	Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL259415	432723	CHEMBL259415	432723		1-27	509.64	4.85	68.25	1	Cc1cccc(N2CCN(CCCC(=O)NCC3=Nc4ccccc4C(=O)N3c5ccccc5)CC2)c1C	2138438	IC50	=	1100	nM	5.96	IC50	=	1100	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	474642	CHEMBL920900	B	Binding affinity at 5HT2A receptor	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			39203	CHEMBL1144677	18083580	Bioorg. Med. Chem.	2008	16	5	2570			
CHEMBL3805262	2085474	CHEMBL3805262	2085474		9m	454.37	4.97	44.81	0	CNC(=O)c1cc(F)cc(OCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c1	16588340	IC50	=	1320	nM	5.88	IC50	=	1320	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576959	CHEMBL3806802	B	Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL3609165	1960026	CHEMBL3609165	1960026		5i	367.42	3.78	64.52	0	OCCN1CCN(CC1)c2nc(Nc3ccccc3F)c4ccccc4n2	15697690	IC50	=	1370	nM	5.86	IC50	=	1.37	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1512600	CHEMBL3610647	B	Antagonist activity against 5-HT2A receptor (unknown origin) expressed in HEK293 cell membranes assessed as reduction in [35S]-GTPgammaS binding incubated for 30 mins by liquid scintillation counting method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	93259	CHEMBL3608303	26227779	Bioorg. Med. Chem. Lett.	2015	25	18	3970			
CHEMBL3601022	1955913	CHEMBL3601022	1955913		61	432.94	5.47	45.59	1	OC[C@H]1CCCN1CCOc2ccc(cc2)C#Cc3ccc(cn3)c4ccc(Cl)cc4	15666578	IC50	=	1640	nM	5.79	IC50	=	1640	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1509303	CHEMBL3603116	B	Inhibition of 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	93046	CHEMBL3600293	26112443	Bioorg. Med. Chem. Lett.	2015	25	16	3264			
CHEMBL261102	432862	CHEMBL261102	432862		1-44	527.63	5.05	68.25	2	Cc1cccc(N2CCN(CCCC(=O)NCC3=Nc4cc(F)ccc4C(=O)N3c5ccccc5)CC2)c1C	2138446	IC50	=	1700	nM	5.77	IC50	=	1700	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	474642	CHEMBL920900	B	Binding affinity at 5HT2A receptor	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			39203	CHEMBL1144677	18083580	Bioorg. Med. Chem.	2008	16	5	2570			
CHEMBL189118	320166	CHEMBL189118	320166		39	472.5	6.71	57.7	1	CN(C)CCN(C)c1cc(C)c2cc(NC(=O)\C=C\c3ccc(OC(F)(F)F)cc3)ccc2n1	1605937	IC50	=	1900	nM	5.72	IC50	=	1.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	321345	CHEMBL881489	B	Inhibitory concentration against 5-hydroxytryptamine 2A receptor	1	Scientific Literature				Expert	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			30156	CHEMBL1140405	16134937	J. Med. Chem.	2005	48	18	5684			
CHEMBL3804965	2085590	CHEMBL3804965	2085590		28	465.47	5.44	63.27	1	CNC(=O)c1cc(OCCCCN2CCN(CC2)c3cccc4OC(F)(F)Oc34)ccc1F	16588004	IC50	=	1900	nM	5.72	IC50	=	1900	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576959	CHEMBL3806802	B	Antagonistic activity at human 5-HT2A receptor assessed as calcium flux after 10 mins by FLIPR assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL2393269	1566859	CHEMBL2393269	1566859		S21	314.32	2.56	78.95	0	Fc1ccc(Nc2nc(nc3[nH]ncc23)N4CCOCC4)cc1	13334233	IC50	=	2618	nM	5.58	IC50	=	2618	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL159483	267824	CHEMBL159483	267824		24a	432.56	3.74	69.39	0	O=C1N[C@@H](Cc2ccc3[nH]cc(CCN4CC[C@@H](CNCc5ccccc5)C4)c3c2)CO1	951172	IC50	=	3000	nM	5.52	IC50	=	3000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2269	CHEMBL882924	B	Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			15331	CHEMBL1132587	10052975	J. Med. Chem.	1999	42	4	677			
CHEMBL2393272	1566862	CHEMBL2393272	1566862		S24	326.37	4.04	69.72	0	CC1CCN(CC1)c2nc(Nc3ccc(F)cc3)c4cn[nH]c4n2	13334226	IC50	=	3673	nM	5.44	IC50	=	3673	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL35226	49078	CHEMBL35226	49078		4a	339.47	4.44	37.39	0	CCCN1CCC(COc2nc3ccccc3c4NCCCc24)CC1	1098044	IC50	=	5000	nM	5.3	IC50	=	.000005	M			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2466	CHEMBL617354	B	Ability to displace [3H]-ketanserin from 5-hydroxytryptamine 2A receptor	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			16946	CHEMBL1145012	12502367	J. Med. Chem.	2003	46	1	138			
CHEMBL576315	575700	CHEMBL576315	575700		10b	301.36	1.65	86.36	0	NCCn1cc(c2cccnc12)S(=O)(=O)c3ccccc3	2998109	IC50	>	5000	nM		IC50	>	5000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	598766	CHEMBL1042006	B	Displacement of [125I]DOI from human cloned 5HT2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			48756	CHEMBL1155250	19523834	Bioorg. Med. Chem.	2009	17	14	5153	449	CHEMBL3308072	CHO
CHEMBL3736156	2051167	CHEMBL3736156	2051167		3					CB1Nc2cccc(OCC(O)CN(C)C)c2C=C1	16387370	IC50	>	5011.87	nM		pIC50	<	5.3					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1539014	CHEMBL3738119	B	Antagonist activity at human 5-HT2A receptor expressed in CHO-K1 cells assessed as seretonin-induced calcium level by FDSS assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			97363	CHEMBL3734721	26565745	J. Med. Chem.	2015	58	23	9287			
CHEMBL2393271	1566861	CHEMBL2393271	1566861		S23	340.4	4.43	69.72	0	CC1CC(C)CN(C1)c2nc(Nc3ccc(F)cc3)c4cn[nH]c4n2	13334215	IC50	=	5866	nM	5.23	IC50	=	5866	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL604685	592338	CHEMBL604685	592338		33c	382.52	4.99	61.55	0	O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCCN4CCCCC4)c23	3065982	IC50	=	7972	nM	5.1	IC50	=	7972	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	603455	CHEMBL1039801	F	Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	49345	CHEMBL1152674	19836247	Bioorg. Med. Chem.	2009	17	22	7802	449	CHEMBL3308072	CHO
CHEMBL2393234	1566824	CHEMBL3040350	1593161		6e	318.46	2.17	47.53	0	Cl.CCN(CC)c1nc(nc2CCNCCc12)N3CCN(C)CC3	13334175	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL1092921	621385	CHEMBL1092921	621385		31	566.56	3.5	81.75	1	Fc1ccc(F)c(c1)C(=O)N2CCC(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2	3262940	IC50	>	10000	nM		IC50	>	10	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	624447	CHEMBL1108775	B	Inhibition of 5HT2A (receptor)	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			50701	CHEMBL1156954	20223662	Bioorg. Med. Chem. Lett.	2010	20	7	2099			
CHEMBL3601036	1955927	CHEMBL3601036	1955927		36	432.56	4	70.51	0	OC1CCN(Cc2ccc(NCCCc3ccc(OCc4ccccc4)nn3)cc2)CC1	15671334	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1508611	CHEMBL3602722	B	Binding affinity to 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			93011	CHEMBL3600324	26077492	Bioorg. Med. Chem. Lett.	2015	25	16	3270			
CHEMBL595449	593205	CHEMBL595449	593205		5b	350.46	4.42	54.18	0	CN(C)Cc1nc(c2ccc(cc2)C(C)(C)C)n(n1)c3cccc(O)c3	3073803	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	601693	CHEMBL1050428	B	Inhibition of 5HT2A receptor	1	Scientific Literature				Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			49186	CHEMBL1152515	19646882	Bioorg. Med. Chem.	2009	17	17	6442			
CHEMBL2393250	1566840	CHEMBL2393250	1566840		S2	268.32	3.19	78.52	0	CCCNc1nc(Nc2ccccc2)c3cn[nH]c3n1	13334192	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL1933406	1270864	CHEMBL1933406	1270864		4n	293.38	.94	72.79	0	CN(C1CCN(C)CC1)S(=O)(=O)c2ccc(cc2)C#N	7983948	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	795018	CHEMBL1936398	B	Displacement of [3H]Ketanserin from human recombinant 5HT2A receptor expressed in CHOK1 cells after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			60679	CHEMBL1932959	22153942	Bioorg. Med. Chem. Lett.	2012	22	1	347	485	CHEMBL3307512	CHO-K1
CHEMBL2393239	1566829	CHEMBL3039631	1592442		6j	368.48	2.84	65.55	0	Cl.COc1cccc(Nc2nc(nc3CCNCCc23)N4CCN(C)CC4)c1	13334171	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL3601043	1955934	CHEMBL3601043	1955934		43	433.54	4.75	67.71	0	OCC1CCN(Cc2ccc(OCCCc3ccc(Oc4ccccc4)nn3)cc2)CC1	15671407	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1508611	CHEMBL3602722	B	Binding affinity to 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			93011	CHEMBL3600324	26077492	Bioorg. Med. Chem. Lett.	2015	25	16	3270			
CHEMBL1933412	1270870	CHEMBL1933412	1270870		4t	286.37	1.26	49	0	CN(C1CCN(C)CC1)S(=O)(=O)c2ccccc2F	7983954	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	795018	CHEMBL1936398	B	Displacement of [3H]Ketanserin from human recombinant 5HT2A receptor expressed in CHOK1 cells after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			60679	CHEMBL1932959	22153942	Bioorg. Med. Chem. Lett.	2012	22	1	347	485	CHEMBL3307512	CHO-K1
CHEMBL3600831	1955720	CHEMBL3600831	1955720		46	459.97	5	68.45	0	NC(=O)C1CCN(CCOc2ccc(cc2)C#Cc3ccc(cn3)c4ccc(Cl)cc4)CC1	15666576	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1509303	CHEMBL3603116	B	Inhibition of 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			93046	CHEMBL3600293	26112443	Bioorg. Med. Chem. Lett.	2015	25	16	3264			
CHEMBL3601046	1955937	CHEMBL3601046	1955937		46	458.6	3.78	67.34	0	CC(=O)NC1CCN(Cc2ccc(OCCCc3ccc(Cc4ccccc4)nn3)cc2)CC1	15671410	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1508611	CHEMBL3602722	B	Binding affinity to 5HT2A receptor (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			93011	CHEMBL3600324	26077492	Bioorg. Med. Chem. Lett.	2015	25	16	3270			
CHEMBL2393258	1566848	CHEMBL2393258	1566848		S10	302.31	2.04	98.75	0	OCCCNc1nc(Nc2ccc(F)cc2)c3cn[nH]c3n1	13334189	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	963834	CHEMBL2396136	B	Displacement of [3H]-ketanserin from human recombinant 5HT-2A receptor expressed in CHOK1 cell membranes after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			73887	CHEMBL2390866	23537943	Eur. J. Med. Chem.	2013	63		558			
CHEMBL44	2658	CHEMBL44	2658	GENISTEIN	GENISTEIN	270.24	2.14	86.99	0	Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O	7644777	IC50	=	10469	nM	4.98	IC50	=	10.469	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	774690	CHEMBL1909211	B	DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin)	15	DrugMatrix			32644	Autocuration	BAO_0000249	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein	7tm_1	high	59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL416336	8619	CHEMBL416336	8619		4	376.58	5.52	24.94	1	CCCN(CCC)CC1(COc2cccc(OC)c2C1)N(CCC)CCC	857104	IC50	=	213796.21	nM		Log IC50	=	-3.67			Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	2462	CHEMBL872339	B	Binding affinity towards 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin	1	Scientific Literature				Expert	BAO_0000357	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	8	Homologous protein			1633	CHEMBL1129704		Bioorg. Med. Chem. Lett.	1996	6	10	1077			
CHEMBL93645	150585	CHEMBL93645	150585	ACECLOFENAC	ACECLOFENAC	354.18	4.08	75.63	0	OC(=O)COC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	7635845	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774690	CHEMBL1909211	B	DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin)	15	DrugMatrix			32644	Autocuration	BAO_0000249	107	CHEMBL224	SINGLE PROTEIN	P28223	Serotonin 2a (5-HT2a) receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
